Número de catálogo,Autor,Título,Fecha,Técnica,Soporte,Dimensión,Serie,Procedencia,UrlImagen
P005830,"Sáez y Glanadell, Agustín",Tulga,Hacia  1854,Óleo,Lienzo,Alto:222cm.;Ancho:140cm.,Serie Cronológica de los Reyes de España,"Colección Real, Serie Cronológica de los Reyes de España; encargado al autor, con destino al Museo del Prado, 1854",https://content3.cdnprado.net/imagenes/Documentos/imgsem/88/8831/883153b9-1467-48b3-bb0d-ef7e3d3f8e1c/c140530c-cea9-4dbe-acaf-4e4c687f6409_832.jpg
P007307,"Gisbert Pérez, Antonio",Recesvinto,Hacia  1854,Óleo,Lienzo,Alto:220cm.;Ancho:145cm.,Serie Cronológica de los Reyes de España,"Colección Real, encargado al autor con destino al Museo del Prado, 1847.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/8e/8e8c/8e8c3c5d-9f86-4cf6-bdac-ae9fe35979d6/df7bf2b8-e07c-4114-9b58-698a2cc805f4_832.jpg
P003907,"Gutiérrez de la Vega y Bocanegra, José","Manuel de Seijas Lozano, ministro de Comercio, Instrucción y Obras Públicas",1850,Óleo,Lienzo,Alto:121cm.;Ancho:91cm.,None,"Museo de la Trinidad (cesión del Ministerio de Fomento), 1866",https://content3.cdnprado.net/imagenes/Documentos/imgsem/1d/1d0e/1d0ec473-2439-4780-92ec-8f4b8b21dc1f/cdfc34ae-371b-4c11-b957-dcfafa5d20d8_832.jpg
P003981,"Lucas Velázquez, Eugenio",Puerto fluvial junto a un castillo,1850,Óleo,Lámina de cobre,"Alto:21,5cm.;Ancho:29,7cm.",None,"Museo de Arte Moderno, 1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/01/0127/0127ac19-da68-4622-a96a-0072921b8a82/b09db1fc-c8a5-4b6b-b96c-1af8c9130ee9_832.jpg
P003982,"Lucas Velázquez, Eugenio",Paisaje con figuras junto a un río,1850,Óleo,Lámina de cobre,Alto:21cm.;Ancho:30cm.,None,Museo de Arte Moderno,https://content3.cdnprado.net/imagenes/Documentos/imgsem/32/3242/3242d153-1927-444c-b14a-99a87cd15665/bf2a3d6d-fc95-4cf9-b6af-1fac952554e7_832.jpg
P004403,"López Piquer, Bernardo;López Portaña, Vicente",Alejandro Mon,1850,Óleo,Lienzo,"Alto:217cm.;Ancho:146,5cm.",None,"Legado Alejandro Mon y Martínez al Museo de Arte Moderno, 1912; Museo Español de Arte Contemporáneo, 1968-1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/06/066d/066d1f72-949d-46a9-b5f1-0f1972e37900/25919bf1-7740-44d2-91b2-fc615526138d_832.jpg
P004449,"Madrazo y Kuntz, Federico de",Sofía Vela y Querol,1850,Óleo,Lienzo,Alto:62cm.;Ancho:50cm.,None,"Legado Sofía Vela y Querol, 1910; Museo de Arte Moderno",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ec/ec73/ec7386e7-8328-41e4-96fc-d4f4b3840785/b6faef8c-d666-493d-978d-dbaef1686b4d_832.jpg
P004599,"Ribera y Fieve, Carlos Luis de","Magdalena Parrella y Urbieta y su hija, Elisa Tapia y Parrella",1850,Óleo,Lienzo,Alto:143cm.;Ancho:123cm.,None,"Legado de Luis María de Tapia y Parrella, 1909; Museo de Arte Moderno, 1909-1968; Museo Español de Arte Contemporáneo, 1968-1971.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/2d/2d1a/2d1aa2d5-98b5-4ecd-8c76-5536dcea572e/e29f2776-f301-479a-8ffd-769e85b08e94_832.jpg
P006952,"Méndez y Andrés, José María",Ildefonso Pellico y Paniagua y su familia,1850,Óleo,Lienzo,Alto:252cm.;Ancho:178cm.,None,"Donación de Carlos, Manuel y Teresa Pellico, 1929; Museo de Arte Moderno; Museo Español de Arte Contemporáneo, 1968-1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/d4/d461/d461b87e-d920-496a-aae0-83c5a1b1a831/f12fb587-45c8-45b8-99a4-043675a863d9_832.jpg
P007654,"Barrón y Carrillo, Manuel",Paisaje fluvial con figuras,1850,Óleo,Lienzo,"Alto:79,5cm.;Ancho:141cm.",None,"Adqurido en Caylus Anticuario, Madrid, con fondos del legado Villaescusa, 1993",https://content3.cdnprado.net/imagenes/Documentos/imgsem/30/30dd/30dda8c3-b237-4e0a-a92b-1ac2368b8c2d/0895d2cb-f639-4a5b-bad8-12b366b18d59_832.jpg
P007655,"Barrón y Carrillo, Manuel",Paisaje fluvial con figuras y ganado,1850,Óleo,Lienzo,"Alto:79,5cm.;Ancho:140,5cm.",None,"Adqurido en Caylus Anticuario, Madrid, con fondos del legado Villaescusa, 1993",https://content3.cdnprado.net/imagenes/Documentos/imgsem/39/3953/3953f20e-68c1-47eb-b89d-7a043b9a279a/70d6b91f-0b0e-4dea-b410-fa6cfcace66f_832.jpg
P004736,"Múgica y Pérez, Carlos","Fernando III, El Santo",1850,Óleo,Lienzo,Alto:223cm.;Ancho:140cm.,Serie Cronológica de los Reyes de España,Colección Real,https://content3.cdnprado.net/imagenes/Documentos/imgsem/4b/4be2/4be2b9f2-953d-4014-9a60-60c870eac120/2b984b2e-ea8a-433a-9297-92963eb7c99f_832.jpg
P003520,"Prats y Velasco, Francisco","Berenguela, reina de León y Castilla",1850,Óleo,Lienzo,Alto:224cm.;Ancho:140cm.,Serie Cronológica de los Reyes de España,Colección Real,https://content3.cdnprado.net/imagenes/Documentos/imgsem/16/16cd/16cd1bb5-4840-44fa-9da6-878a0f8a090d/92ac1c3d-8a15-4780-9974-e16d0d605425_832.jpg
P004418,"Lucas Velázquez, Eugenio",Aquelarre,1850 - 1855,Óleo,Hojalata,Alto:35cm.;Ancho:25cm.,None,"Harry Perlowitz; Adquirido para el Museo de Arte Moderno, 1965; Museo Español de Arte Contemporáneo, 1968-1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/a8/a85e/a85ed80b-1319-4fd7-9708-8a82eea44cea/748e4bf9-2366-4a94-a092-d6dc73804e3f_832.jpg
P005736,Anónimo,"Narciso Clavería y Zaldúa, conde de Manila",1850 - 1855,Óleo,Lienzo,Alto:120cm.;Ancho:90cm.,None,"Museo de Arte Moderno, 1908-1971; Museo del Prado, 1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/f7/f7b0/f7b0da54-0032-4643-89f3-bbd91a84b152/744f5e80-0052-40f4-b127-4eb2f8e33e85_832.jpg
P002905,"Corchón, José María",Bodegón de cocina con peces y hortalizas,1850 - 1855 (Hacia),Óleo,Lienzo,Alto:140cm.;Ancho:187cm.,None,"Donación de Dionisia de Vives y Zires al Museo del Prado, 1889.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/e3/e365/e3657c92-3e4d-49ec-9a3d-3709866ebe2c/b4508219-8d3a-4435-8a04-9719686e1448_832.jpg
P002906,"Corchón, José María",Bodegón de cocina con caza y hortalizas,1850 - 1855 (Hacia),Óleo,Lienzo,Alto:140cm.;Ancho:187cm.,None,"Donación de Dionisia de Vives y Zires al Museo del Prado, 1889",https://content3.cdnprado.net/imagenes/Documentos/imgsem/c0/c0b2/c0b2695a-82ad-42e8-8c9b-d3500d7ce133/701b3a4d-51c0-4a8f-b3fe-07b685a43dd9_832.jpg
P004350,"Gutiérrez de la Vega y Bocanegra, José",Maja sevillana,Hacia  1855,Óleo,Lienzo,Alto:105cm.;Ancho:145cm.,None,"Adquirido para el Museo de Arte Moderno, 1958; Museo Español de Arte Contemporáneo, 1968-1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/5a/5ab3/5ab3a1d2-8cbd-4f12-b86e-51f6f4ac8933/33ec8131-7d40-4276-b556-0b41b86f6b54_832.jpg
P004420,"Lucas Velázquez, Eugenio",Capea de pueblo,Hacia  1855,Óleo,Lienzo,Alto:46cm.;Ancho:39cm.,None,"Donación de Juan Vitórica Casuso al Museo de Arte Moderno, 1968; Museo Español de Arte Contemporáneo, 1968-1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/f6/f656/f65663f4-5da5-444c-9d2d-3544626e2dac/b7b4ed29-7dfb-4cde-8185-66d4c897558f_832.jpg
P004421,"Lucas Velázquez, Eugenio",La suerte de varas,Hacia  1855,Óleo,Lienzo,Alto:56cm.;Ancho:77cm.,None,"Donación de María de los Ángeles Sainz de la Cuesta al Museo de Arte Moderno, 1968",https://content3.cdnprado.net/imagenes/Documentos/imgsem/96/96de/96dea6b7-329b-490c-830d-574c8d2e4bc9/3983d834-0d51-4fe2-be91-ae4623998a02_832.jpg
P004422,"Lucas Velázquez, Eugenio",La lavativa,Hacia  1855,Óleo,Lienzo,Alto:39cm.;Ancho:40cm.,None,"Donación condesa viuda de los Moriles al Museo Español de Arte Contemporáneo, 1968; Museo del Prado, 1971.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/96/9687/96872d2c-75c3-48ee-a147-b3f888053e36/5426dad0-a13f-47ae-a4d9-b7a6dddc4c27_832.jpg
P004423,"Lucas Velázquez, Eugenio",Mujeres en la cárcel,Hacia  1855,Óleo,Lienzo,Alto:40cm.;Ancho:40cm.,None,"Donación de Juan Vitórica Casuso al Museo de Arte Moderno, 1968; Museo Español de Arte Contemporáneo, 1968-1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/bd/bd23/bd23da9c-ccec-4ad0-b66b-11f8bb0b7e3e/9d81d3ef-70b9-4e6d-a7ac-d912644a574f_832.jpg
P004426,"Lucas Velázquez, Eugenio",Las presidentas,Hacia  1855,Óleo,Lienzo,"Alto:72cm.;Ancho:55,5cm.",None,"Donación de Ignacio Zuloaga al Museo de Arte Moderno, 1932; Museo Español de Arte Contemporáneo, 1968-1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/6a/6ab1/6ab12437-b5c9-4372-867d-898023678520/803264a4-81d8-4463-be81-23910b50da17_832.jpg
P004451,"Madrazo y Kuntz, Federico de",Carolina Coronado,Hacia  1855,Óleo,Lienzo,Alto:65cm.;Ancho:54cm.,None,"Colección Federico de Madrazo, 1894; col. Alejandro Groizard, 1913; Museo de Arte Moderno, 1942; Museo Español de Arte Contemporáneo, 1968-1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/da/da0d/da0d8703-d12a-4c08-b340-01015f20b4da/ba1869d4-f462-4e67-a545-0f8c22d63c0b_832.jpg
P004463,"Madrazo y Kuntz, Federico de(Atribuido a)",Agustín Esteban Collantes,Hacia  1855,Óleo,Lienzo,"Alto:130cm.;Ancho:94,5cm.",None,"Legado de María Esteban Collantes y Sandoval, condesa de Esteban Collantes y nieta del retratado, 1968; Museo de Arte Moderno; Museo Español de Arte Contemporáneo, 1968-1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/88/88b5/88b5ab17-71f5-4533-a650-a57433ac2f5c/ecbff960-3097-4a45-bec7-e9c3a58e3de8_832.jpg
P004516,"Montañés y Pérez, Bernardino",Retrato de señora,Hacia  1855,Óleo,Cartón,"Alto:22,5cm.;Ancho:19cm.",None,"Donación de Juan Sánchez de la Campa y González, 1936; Museo de Arte Moderno, 1936-1968; Museo Español de Arte Contemporáneo, 1968-1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/12/125c/125c1675-25ae-42a7-8a1f-efa381206589/3b111521-d13a-4010-a18d-4e6450171329_832.jpg
P004559,"Lucas Velázquez, Eugenio",Ceremonia en la Capilla de los Reyes Nuevos de la catedral de Toledo,Hacia  1855,Óleo,Lienzo,Alto:160cm.;Ancho:108cm.,None,"Legado Arturo Amblard y Gerez al Museo de Arte Moderno, 1921; Museo Español de Arte Contemporáneo, 1968-1971; Museo del Prado.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/83/836b/836b8106-ea79-497b-ae79-aab0c116e920/98ce926e-f7bd-4964-99d3-a6c6db79eac8_832.jpg
P004626,"González Bande, José",El camino de la gloria artística (boceto),Hacia  1855,Óleo,Lienzo,Alto:33cm.;Ancho:41cm.,None,"Museo de Arte Moderno, 1905",https://content3.cdnprado.net/imagenes/Documentos/imgsem/c9/c9fa/c9fa200c-4648-4557-8e69-8a09c4f43dc4/00bc2e83-1c81-4be3-b1e5-588f26166a5d_832.jpg
P004681,"Lucas Velázquez, Eugenio",Retrato de señora,Hacia  1855,Óleo,Lienzo,Alto:81cm.;Ancho:62cm.,None,"Donación de Juan Vitórica Casuso al Museo de Arte Moderno, 1968.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/a8/a8fd/a8fd3c53-250a-4bc3-a73d-5546a675ceb0/74aee62a-410b-4035-bc3c-3566f101e972_832.jpg
P007249,"Madrazo y Kuntz, Federico de",Retrato de caballero (esbozo),Hacia  1855,Óleo,Lienzo,"Alto:195,5cm.;Ancho:108,5cm.",None,"Comisaría General del Servicio de Defensa y Recuperación del Patrimonio Artístico Nacional; Museo de Arte Moderno, 1942; Museo Español de Arte Contemporáneo, 1968-1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/48/48d4/48d45926-6b64-402c-a6c9-0c340ef215d0/0f3323df-1742-4b19-b718-039a80bf24bc_832.jpg
P005737,"Malantic y Arzeo, Antonio Francisco","El general Ramón Montero, gobernador general de Filipinas",Hacia  1855,Óleo,Lienzo,Alto:130cm.;Ancho:100cm.,None,"Museo de Ultramar, hasta 1908; Museo de Arte Moderno, 1908-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",https://content3.cdnprado.net/imagenes/Documentos/imgsem/b1/b11b/b11bcd7d-5785-436b-aa16-b209d645d994/3893f5f1-1f07-445a-9e5f-e54dbf6e678f_832.jpg
P005180,"Sánchez del Bierzo, Leopoldo",Amalarico,Hacia  1855,Óleo,Lienzo,Alto:222cm.;Ancho:140cm.,Serie Cronológica de los Reyes de España,"Colección Real, encargado al autor con destino al Museo del Prado, 1855",https://content3.cdnprado.net/imagenes/Documentos/imgsem/0a/0a6a/0a6a96e4-3b23-469f-b914-056c6cb09f99/d5b93ada-c16b-4b2c-ad97-dec7d7627ba3_832.jpg
P005828,"Patiño, Patricio",Gesalico,Hacia  1855,Óleo,Lienzo,Alto:222cm.;Ancho:140cm.,Serie Cronológica de los Reyes de España,"Colección Real, 1855",https://content3.cdnprado.net/imagenes/Documentos/imgsem/08/08cd/08cdcad7-f4f8-4892-97bc-37b1e9ab7460/208f0fde-6eb5-4272-9cbf-814b24c45df7_832.jpg
P006000,"Sánchez del Bierzo, Leopoldo",Isabel II,Hacia  1855,Óleo,Lienzo,Alto:84cm.;Ancho:63cm.,None,Desconocida,https://content3.cdnprado.net/imagenes/Documentos/imgsem/e4/e46a/e46a5fce-3c9d-43f9-93b5-865e36493a5d/82594ae6-26b0-47a8-a86f-97e08112e1a1_832.jpg
P006090,"Lozano Sirgo, Isidoro Santos","Fernando II, rey de León",1851,Óleo,Lienzo,Alto:224cm.;Ancho:140cm.,Serie Cronológica de los Reyes de España,"Colección Real, 1851",https://content3.cdnprado.net/imagenes/Documentos/imgsem/53/53e1/53e1cc97-9f97-413a-86f6-9fb07f5e8204/c3fe615a-392f-474b-b59b-76deec9a06dc_832.jpg
P006903,"Fresno, Gerónimo",Bermudo II,1851,Óleo,Lienzo,Alto:222cm.;Ancho:140cm.,Serie Cronológica de los Reyes de España,"Colección Real, 1851",https://content3.cdnprado.net/imagenes/Documentos/imgsem/6a/6a3c/6a3c5c23-a820-44a9-a4e1-9a2935671449/9d0c8f5a-5990-4a66-98be-89b61e9970f1_832.jpg
P004465,"Madrazo y Agudo, José de","Tomás Cortina, consultor general de la Casa Real y Patrimonio",1851,Óleo,Lienzo,"Alto:110cm.;Ancho:89,5cm.",None,"Museo de Arte Moderno (legado Dolores López Sigüenza, 1930); Museo Español de Arte Contemporáneo.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ab/abb1/abb19ef2-897c-4bf9-8bd5-3d3750fa4b86/fbbd3e8b-5f26-4c62-93b4-e5c4279643c5_832.jpg
P006560,"Martín, B. de",Romería andaluza,1851,Óleo,Lienzo,Alto:83cm.;Ancho:106cm.,None,"Depósito de la Junta de Incautación de la Guerra Civil; Museo de Arte Moderno, 1937",https://content3.cdnprado.net/imagenes/Documentos/imgsem/fb/fb3d/fb3df553-22b1-43e0-bc98-bc884920f9d6/79c198eb-fafb-4879-ad75-86878fe6f004_832.jpg
P006725,"Palmerola, Ignacio",La caridad romana,1851,Óleo,Lienzo,Alto:196cm.;Ancho:149cm.,None,"Adquirido al autor con destino al Museo de la Trinidad, 1856; Pasó al Museo del Prado en 1878",https://content3.cdnprado.net/imagenes/Documentos/imgsem/61/6116/61162937-8392-4b46-9446-559f2522f69f/e2aac050-50fa-4088-a092-cb48546bf810_832.jpg
P003521,"Cortés, Ramón",Alfonso VI,1851,Óleo,Lienzo,Alto:222cm.;Ancho:140cm.,Serie Cronológica de los Reyes de España,"Colección Real (encargado al autor, 1850)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/52/52cc/52ccc9da-f4c0-4654-bc5f-f55b74c3a294/df5b1365-7f6a-4f99-b837-07e9c49caf2f_832.jpg
P004324,"Fierros Álvarez, Dionisio",Retrato de señora,1851,Óleo,Lienzo,Alto:66cm.;Ancho:55cm.,None,Museo de Arte Moderno,https://content3.cdnprado.net/imagenes/Documentos/imgsem/71/71e6/71e65131-0f21-4f1f-a1d2-38e0dc7b1763/923f7318-fada-49ea-94d0-4bdb3407eaf8_832.jpg
P005826,"Valldeperas y Merich, Eusebio",Sancho II,1851,Óleo,Lienzo,Alto:222cm.;Ancho:140cm.,Serie Cronológica de los Reyes de España,"Colección Real (encargado al autor, 1851)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/8f/8f08/8f08dd2a-4010-4165-8874-ccb53c9b002a/bf5eb12b-9854-4ef9-9c27-9a3a1a2451fe_832.jpg
P007970,"Madrazo y Kuntz, Luis de",Estudio de cabeza masculina de perfil,1851 - 1852,Óleo,Lienzo,"Alto:40cm.;Ancho:31,2cm.",None,"Colección de la familia Madrazo (Luis de Madrazo); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",https://content3.cdnprado.net/imagenes/Documentos/imgsem/f9/f959/f95941f4-6ba5-42cb-ae8a-bbfde8accc40/70bec9f6-bf21-495b-9fbf-ee5503efe310_832.jpg
P003354,"Vives Ayne, Ramón",Caza muerta y paisaje,Hacia  1856,Óleo,Lienzo,Alto:188cm.;Ancho:252cm.,None,"Nuevas Adquisiciones Museo de la Trinidad, 1856; Museo Nacional de Pintura y Escultura (Museo del Prado), 1872-1896; Museo de Arte Moderno, 1896-1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/77/776b/776b801e-1002-4094-9f9c-894c34076d20/28d71c7d-3d99-4211-8204-30d1170967f5_832.jpg
P004297,"Esquivel y Suárez de Urbina, Antonio María",Autorretrato,Hacia  1856,Óleo,Lienzo,Alto:55cm.;Ancho:44cm.,None,"Legado Vicente María Esquivel al Museo de Arte Moderno, 1903",https://content3.cdnprado.net/imagenes/Documentos/imgsem/49/498d/498d72be-eac3-4e62-89fe-f67b703dcc16/8e2db5e4-a3a5-4db8-a9d8-9ab9e2c1cd96_832.jpg
P004306,"Esquivel y Rivas, Carlos María",Autorretrato,Hacia  1856,Óleo,Lienzo,"Alto:92cm.;Ancho:73,5cm.",None,"Adquirido a Julia Prim para el Museo de Arte Moderno, 1956; Museo Español de Arte Contemporáneo, 1968-1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ae/aee4/aee49eaf-f5d5-4a95-97d3-6f48609bda8f/2a485494-15f6-4322-b862-44954d68653c_832.jpg
P004382,"Haes, Carlos de",Puesta de sol (Aragón),Hacia  1856,Óleo,Papel pegado en cartón,"Alto:17cm.;Ancho:30,4cm.",None,"Donación de los discípulos de Carlos de Haes con destino al Museo de Arte Moderno, 1899; Museo de Arte Moderno, 1899-1971.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/98/9827/9827944c-6e70-4281-89d0-2405b8e0ee16/1e98e0e9-3a4c-44e4-8d92-b01933a4740f_832.jpg
P004387,"Haes, Carlos de",Cercanías del Monasterio de Piedra (Aragón),Hacia  1856,Óleo,Papel pegado en lienzo,"Alto:18,4cm.;Ancho:25cm.",None,"Donación de los discípulos de Carlos de Haes con destino al Museo de Arte Moderno, 1899; Museo de Arte Moderno, 1899-1971.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/3c/3cc5/3cc5ffd9-d78e-44c8-8f0f-16621454bd2c/06193579-3df2-4779-bb45-6290aa425171_832.jpg
P005670,"Haes, Carlos de",Nuévalos (Aragón),Hacia  1856,Óleo,Papel pegado en cartón,Alto:33cm.;Ancho:40cm.,None,"Donación de los discípulos de Carlos de Haes con destino al Museo de Arte Moderno, 1899; Museo de Arte Moderno, 1899-1971.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/bb/bbdd/bbdd36cd-f59e-4284-abad-c8eb7efcf082/cf241989-2e7c-4822-b619-212042601c8b_832.jpg
P005674,"Haes, Carlos de",Arboleda (Monasterio de Piedra),Hacia  1856,Óleo,Papel pegado en lienzo,Alto:26cm.;Ancho:37cm.,None,"Donación de los discípulos de Carlos de Haes con destino al Museo de Arte Moderno, 1899; Museo de Arte Moderno, 1899-1971.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/c2/c20b/c20b07f5-ed1f-4543-b44c-91182095020c/ac455712-00e8-4805-b545-02be773f45e6_832.jpg
P006698,"Haes, Carlos de",Nuévalos (Aragón),Hacia  1856,Óleo,Lienzo pegado a lienzo,"Alto:38,5cm.;Ancho:61cm.",None,"Donación Jaime Morera con destino al Museo de Arte Moderno, 1899; Museo de Arte Moderno, 1899-1971.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/4d/4d97/4d977bac-0587-4e70-83aa-331a3f573c92/e0fa5e24-ac25-4eba-9b35-4a73c1f23fed_832.jpg
P007968,"Cano de la Peña, Eduardo(Copia de)",Tintoretto pintando a su hija muerta (copia),Hacia  1856,Óleo,Cartón,"Alto:19cm.;Ancho:24,5cm.",None,"Colección de la familia Madrazo (Luis de Madrazo); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",https://content3.cdnprado.net/imagenes/Documentos/imgsem/00/001a/001a93e7-4cd7-47e0-8fc5-994ecc183b91/4c494f0a-d5ae-45ca-826b-59f4b5fd4398_832.jpg
P005802,"Vera y Estaca, Alejo",Walia,Hacia  1856,Óleo,Lienzo,Alto:225cm.;Ancho:140cm.,Serie Cronológica de los Reyes de España,"Colección Real, 1856",https://content3.cdnprado.net/imagenes/Documentos/imgsem/c3/c3f9/c3f9004f-d3ed-4f19-96b1-88be4ece83f6/ee797cfd-b4d5-46b1-9ee3-4619ade963ae_832.jpg
P005831,"García Guerra, Eduardo",Sigerico,Hacia  1856,Óleo,Lienzo,Alto:222cm.;Ancho:140cm.,Serie Cronológica de los Reyes de España,"Colección Real, 1856",https://content3.cdnprado.net/imagenes/Documentos/imgsem/4a/4a97/4a97e6d2-c99d-4b91-9dff-d632a003a72c/73fad39c-39d0-40c4-8d7e-53aabe3b3d23_832.jpg
P006790,"Larraz y Micheto, Carlos",Mujer manchega rezando,Hacia  1856,Óleo,Lienzo,Alto:92cm.;Ancho:74cm.,None,"Nuevas Adquisiciones Museo de la Trinidad, 1856; Museo del Prado, 1872.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/07/07fd/07fd9c3a-7b44-42f4-97a3-bf798382e3df/35dfe7bf-e5f0-473a-872b-fa39a27f9dd5_832.jpg
P007638,"Brugada Vila, Antonio de",Episodio del combate naval de Lepanto,Hacia  1856,Óleo,Lienzo,Alto:163cm.;Ancho:305cm.,None,"Nuevas Adquisiciones Museo de la Trinidad, 1856; Museo del Prado, 1872-1896; Museo de Arte Moderno, 1896-1971",https://content3.cdnprado.net/imagenes/Documentos/imgsem/99/9996/99968eb0-ebc7-406d-ba30-8a32748e4fc1/c87ca607-94c1-4ec8-8fae-507098393c9b_832.jpg
P003460,"Anónimo(Copia deMadrazo y Kuntz, Federico de)",Isabel II,Segunda mitad del siglo XIX,Óleo,Lienzo,Alto:84cm.;Ancho:66cm.,None,Universidad Central de Madrid,https://content3.cdnprado.net/imagenes/Documentos/imgsem/81/81dc/81dc0dd7-e33a-4f57-a664-7e8bc005b5ed/1351c1de-1e05-4dd1-9d09-f9986fdc2c7e_832.jpg
P003318,"Esquivel y Suárez de Urbina, Antonio María",Josefa García de Solís,1852,Óleo,Lienzo,"Alto:211cm.;Ancho:147,2cm.",None,"Legado de Sebastián de Araujo, 1879",https://content3.cdnprado.net/imagenes/Documentos/imgsem/28/2843/28431985-fc18-4cab-ba78-1b7003b588a9/0ff8ca77-f15d-4872-afc8-91bf0ba350d4_832.jpg
P006555,"Madrazo y Kuntz, Luis de",Entierro de Santa Cecilia en las catacumbas de Roma,1852,Óleo,Lienzo,Alto:302cm.;Ancho:252cm.,None,"Adquisición, 1853; Museo de la Trinidad; Museo de Arte Moderno",https://content3.cdnprado.net/imagenes/Documentos/imgsem/23/2368/23685d85-adcc-46ca-98c2-db6715ef48b0/d0cc9700-934e-4176-ad32-d4b4bba081b9_832.jpg
P007001,"Domínguez Bécquer, Valeriano",Retrato de niña,1852,Óleo,Lienzo,"Alto:112,5cm.;Ancho:77,5cm.",None,"Legado de Sonia de Fenykovy al Museo del Prado, 1984.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/39/399d/399df924-0650-45d3-8473-fb9a40e4fb59/f1bd22e8-00cc-47ba-9f33-789a93180c2e_832.jpg
